"","Symbol","Bid.Price","Ask.Price","High","Low","TimeStamp"
"13199","EUR/USD",1.12508,1.12513,1.12597,1.12481,2020-06-24 23:34:47
"13200","EUR/USD",1.12511,1.12518,1.12597,1.12481,2020-06-24 23:35:51
"13201","EUR/USD",1.12505,1.12513,1.12597,1.12481,2020-06-24 23:36:52
"13202","EUR/USD",1.12494,1.12499,1.12597,1.12481,2020-06-24 23:37:52
"13203","EUR/USD",1.12501,1.12505,1.12597,1.12481,2020-06-24 23:38:52
"13204","EUR/USD",1.12498,1.12505,1.12597,1.12481,2020-06-24 23:39:52
"13205","EUR/USD",1.12501,1.12506,1.12597,1.12481,2020-06-24 23:40:49
"13206","EUR/USD",1.12501,1.12506,1.12597,1.12481,2020-06-24 23:41:52
"13207","EUR/USD",1.12505,1.12509,1.12597,1.12481,2020-06-24 23:42:54
"13208","EUR/USD",1.12502,1.12506,1.12597,1.12481,2020-06-24 23:43:54
"13209","EUR/USD",1.12502,1.12506,1.12597,1.12481,2020-06-24 23:44:53
"13210","EUR/USD",1.12502,1.12508,1.12597,1.12481,2020-06-24 23:45:54
"13211","EUR/USD",1.12511,1.12516,1.12597,1.12481,2020-06-24 23:46:40
"13212","EUR/USD",1.12508,1.12512,1.12597,1.12481,2020-06-24 23:47:55
"13213","EUR/USD",1.12508,1.12512,1.12597,1.12481,2020-06-24 23:48:54
"13214","EUR/USD",1.12504,1.12509,1.12597,1.12481,2020-06-24 23:49:55
"13215","EUR/USD",1.12504,1.1251,1.12597,1.12481,2020-06-24 23:50:53
"13216","EUR/USD",1.12502,1.12508,1.12597,1.12481,2020-06-24 23:51:56
"13217","EUR/USD",1.12495,1.12502,1.12597,1.12481,2020-06-24 23:52:55
"13218","EUR/USD",1.12494,1.12499,1.12597,1.12481,2020-06-24 23:53:56
"13219","EUR/USD",1.12494,1.12502,1.12597,1.12481,2020-06-24 23:54:55
"13220","EUR/USD",1.12498,1.12503,1.12597,1.12481,2020-06-24 23:55:57
"13221","EUR/USD",1.12502,1.12506,1.12597,1.12481,2020-06-24 23:56:54
"13222","EUR/USD",1.12508,1.12509,1.12597,1.12481,2020-06-24 23:57:57
"13223","EUR/USD",1.12504,1.12508,1.12597,1.12481,2020-06-24 23:58:57
"13224","EUR/USD",1.12498,1.12502,1.12597,1.12481,2020-06-24 23:59:57
"13225","EUR/USD",1.12511,1.12516,1.12597,1.12481,2020-06-25 00:00:58
"13226","EUR/USD",1.12461,1.12468,1.12597,1.12457,2020-06-25 00:01:58
"13227","EUR/USD",1.12474,1.12479,1.12597,1.12457,2020-06-25 00:02:58
"13228","EUR/USD",1.12464,1.12469,1.12597,1.12457,2020-06-25 00:03:59
"13229","EUR/USD",1.12488,1.12492,1.12597,1.12457,2020-06-25 00:04:59
"13230","EUR/USD",1.12511,1.12516,1.12597,1.12457,2020-06-25 00:05:59
"13231","EUR/USD",1.12508,1.12513,1.12597,1.12457,2020-06-25 00:06:58
"13232","EUR/USD",1.12505,1.1251,1.12597,1.12457,2020-06-25 00:08:00
"13233","EUR/USD",1.12491,1.12496,1.12597,1.12457,2020-06-25 00:09:00
"13234","EUR/USD",1.12488,1.12495,1.12597,1.12457,2020-06-25 00:09:59
"13235","EUR/USD",1.12494,1.12499,1.12597,1.12457,2020-06-25 00:11:00
"13236","EUR/USD",1.12478,1.12485,1.12597,1.12457,2020-06-25 00:12:00
"13237","EUR/USD",1.12477,1.12482,1.12597,1.12457,2020-06-25 00:13:01
"13238","EUR/USD",1.12478,1.12485,1.12597,1.12457,2020-06-25 00:14:01
"13239","EUR/USD",1.12473,1.12478,1.12597,1.12457,2020-06-25 00:15:01
"13240","EUR/USD",1.12475,1.12476,1.12597,1.12457,2020-06-25 00:16:00
"13241","EUR/USD",1.12488,1.12491,1.12597,1.12457,2020-06-25 00:17:02
"13242","EUR/USD",1.12485,1.12488,1.12597,1.12457,2020-06-25 00:18:01
"13243","EUR/USD",1.12484,1.12489,1.12597,1.12457,2020-06-25 00:19:02
"13244","EUR/USD",1.1249,1.12492,1.12597,1.12457,2020-06-25 00:20:02
"13245","EUR/USD",1.1249,1.12495,1.12597,1.12457,2020-06-25 00:21:03
"13246","EUR/USD",1.12501,1.12508,1.12597,1.12457,2020-06-25 00:22:03
"13247","EUR/USD",1.12505,1.12512,1.12597,1.12457,2020-06-25 00:23:03
"13248","EUR/USD",1.12518,1.12522,1.12597,1.12457,2020-06-25 00:24:01
"13249","EUR/USD",1.12518,1.12523,1.12597,1.12457,2020-06-25 00:25:02
"13250","EUR/USD",1.12518,1.12522,1.12597,1.12457,2020-06-25 00:26:04
"13251","EUR/USD",1.12522,1.12526,1.12597,1.12457,2020-06-25 00:27:04
"13252","EUR/USD",1.12522,1.12526,1.12597,1.12457,2020-06-25 00:28:04
"13253","EUR/USD",1.12526,1.12532,1.12597,1.12457,2020-06-25 00:29:04
"13254","EUR/USD",1.12531,1.12537,1.12597,1.12457,2020-06-25 00:30:05
"13255","EUR/USD",1.12538,1.12539,1.12597,1.12457,2020-06-25 00:31:04
"13256","EUR/USD",1.12552,1.12557,1.12597,1.12457,2020-06-25 00:32:06
"13257","EUR/USD",1.12535,1.12539,1.12597,1.12457,2020-06-25 00:33:04
"13258","EUR/USD",1.12531,1.12536,1.12597,1.12457,2020-06-25 00:34:06
"13259","EUR/USD",1.12519,1.12526,1.12597,1.12457,2020-06-25 00:35:06
"13260","EUR/USD",1.12517,1.12522,1.12597,1.12457,2020-06-25 00:36:06
"13261","EUR/USD",1.12518,1.12522,1.12597,1.12457,2020-06-25 00:37:07
"13262","EUR/USD",1.12515,1.12522,1.12597,1.12457,2020-06-25 00:38:06
"13263","EUR/USD",1.12511,1.12516,1.12597,1.12457,2020-06-25 00:39:07
"13264","EUR/USD",1.12508,1.12512,1.12597,1.12457,2020-06-25 00:40:06
"13265","EUR/USD",1.12511,1.12516,1.12597,1.12457,2020-06-25 00:41:07
"13266","EUR/USD",1.12512,1.12516,1.12597,1.12457,2020-06-25 00:42:08
"13267","EUR/USD",1.12497,1.125,1.12597,1.12457,2020-06-25 00:43:08
"13268","EUR/USD",1.12509,1.12513,1.12597,1.12457,2020-06-25 00:44:08
"13269","EUR/USD",1.12501,1.12506,1.12597,1.12457,2020-06-25 00:45:08
"13270","EUR/USD",1.12504,1.12509,1.12597,1.12457,2020-06-25 00:46:08
"13271","EUR/USD",1.12532,1.12536,1.12597,1.12457,2020-06-25 00:47:09
"13272","EUR/USD",1.12532,1.12537,1.12597,1.12457,2020-06-25 00:48:09
"13273","EUR/USD",1.12531,1.12536,1.12597,1.12457,2020-06-25 00:49:09
"13274","EUR/USD",1.12525,1.12532,1.12597,1.12457,2020-06-25 00:50:09
"13275","EUR/USD",1.12525,1.1253,1.12597,1.12457,2020-06-25 00:51:10
"13276","EUR/USD",1.12532,1.12536,1.12597,1.12457,2020-06-25 00:52:10
"13277","EUR/USD",1.12538,1.12543,1.12597,1.12457,2020-06-25 00:53:10
"13278","EUR/USD",1.12553,1.12557,1.12597,1.12457,2020-06-25 00:54:11
"13279","EUR/USD",1.12568,1.12571,1.12597,1.12457,2020-06-25 00:55:11
"13280","EUR/USD",1.12579,1.12584,1.12597,1.12457,2020-06-25 00:56:11
"13281","EUR/USD",1.12562,1.12567,1.12597,1.12457,2020-06-25 00:57:11
"13282","EUR/USD",1.12563,1.12567,1.12597,1.12457,2020-06-25 00:58:11
"13283","EUR/USD",1.12559,1.12563,1.12597,1.12457,2020-06-25 00:59:12
"13284","EUR/USD",1.12552,1.12557,1.12597,1.12457,2020-06-25 01:00:12
"13285","EUR/USD",1.12568,1.12573,1.12597,1.12457,2020-06-25 01:01:12
"13286","EUR/USD",1.12565,1.12571,1.12597,1.12457,2020-06-25 01:02:12
"13287","EUR/USD",1.12583,1.12587,1.12597,1.12457,2020-06-25 01:03:13
"13288","EUR/USD",1.12586,1.1259,1.126,1.12457,2020-06-25 01:04:13
"13289","EUR/USD",1.12579,1.12584,1.126,1.12457,2020-06-25 01:05:13
"13290","EUR/USD",1.12566,1.12571,1.126,1.12457,2020-06-25 01:06:12
"13291","EUR/USD",1.12566,1.12573,1.126,1.12457,2020-06-25 01:07:14
"13292","EUR/USD",1.12556,1.1256,1.126,1.12457,2020-06-25 01:08:13
"13293","EUR/USD",1.12553,1.1256,1.126,1.12457,2020-06-25 01:09:13
"13294","EUR/USD",1.12563,1.12567,1.126,1.12457,2020-06-25 01:10:14
"13295","EUR/USD",1.12562,1.12567,1.126,1.12457,2020-06-25 01:11:14
"13296","EUR/USD",1.12553,1.1256,1.126,1.12457,2020-06-25 01:12:13
"13297","EUR/USD",1.12553,1.12559,1.126,1.12457,2020-06-25 01:13:14
"13298","EUR/USD",1.12549,1.12553,1.126,1.12457,2020-06-25 01:14:13
"13299","EUR/USD",1.12552,1.12557,1.126,1.12457,2020-06-25 01:15:15
"13300","EUR/USD",1.12556,1.12561,1.126,1.12457,2020-06-25 01:16:16
"13301","EUR/USD",1.12548,1.12553,1.126,1.12457,2020-06-25 01:17:15
"13302","EUR/USD",1.12559,1.12563,1.126,1.12457,2020-06-25 01:18:16
"13303","EUR/USD",1.12551,1.12556,1.126,1.12457,2020-06-25 01:19:16
"13304","EUR/USD",1.12556,1.12563,1.126,1.12457,2020-06-25 01:20:16
"13305","EUR/USD",1.12552,1.12556,1.126,1.12457,2020-06-25 01:21:16
"13306","EUR/USD",1.12553,1.12557,1.126,1.12457,2020-06-25 01:22:16
"13307","EUR/USD",1.12572,1.12577,1.126,1.12457,2020-06-25 01:23:16
"13308","EUR/USD",1.12579,1.12584,1.126,1.12457,2020-06-25 01:24:17
"13309","EUR/USD",1.12575,1.1258,1.126,1.12457,2020-06-25 01:25:17
"13310","EUR/USD",1.12565,1.1257,1.126,1.12457,2020-06-25 01:26:18
"13311","EUR/USD",1.12551,1.12556,1.126,1.12457,2020-06-25 01:27:18
"13312","EUR/USD",1.12549,1.12554,1.126,1.12457,2020-06-25 01:28:18
"13313","EUR/USD",1.12556,1.12561,1.126,1.12457,2020-06-25 01:29:19
"13314","EUR/USD",1.12536,1.12543,1.126,1.12457,2020-06-25 01:30:19
"13315","EUR/USD",1.12538,1.12543,1.126,1.12457,2020-06-25 01:31:19
"13316","EUR/USD",1.12532,1.12536,1.126,1.12457,2020-06-25 01:32:19
"13317","EUR/USD",1.12529,1.12535,1.126,1.12457,2020-06-25 01:33:20
"13318","EUR/USD",1.12545,1.1255,1.126,1.12457,2020-06-25 01:34:20
"13319","EUR/USD",1.12534,1.12537,1.126,1.12457,2020-06-25 01:35:20
"13320","EUR/USD",1.12522,1.12527,1.126,1.12457,2020-06-25 01:36:20
"13321","EUR/USD",1.12518,1.12523,1.126,1.12457,2020-06-25 01:37:20
"13322","EUR/USD",1.12518,1.12523,1.126,1.12457,2020-06-25 01:38:21
"13323","EUR/USD",1.12526,1.12532,1.126,1.12457,2020-06-25 01:39:20
"13324","EUR/USD",1.12511,1.12515,1.126,1.12457,2020-06-25 01:40:21
"13325","EUR/USD",1.12504,1.12509,1.126,1.12457,2020-06-25 01:41:21
"13326","EUR/USD",1.12495,1.12502,1.126,1.12457,2020-06-25 01:42:19
"13327","EUR/USD",1.12501,1.12506,1.126,1.12457,2020-06-25 01:43:22
"13328","EUR/USD",1.125,1.12505,1.126,1.12457,2020-06-25 01:44:22
"13329","EUR/USD",1.12508,1.12513,1.126,1.12457,2020-06-25 01:45:22
"13330","EUR/USD",1.12517,1.12523,1.126,1.12457,2020-06-25 01:46:23
"13331","EUR/USD",1.12519,1.12525,1.126,1.12457,2020-06-25 01:47:21
"13332","EUR/USD",1.12518,1.12525,1.126,1.12457,2020-06-25 01:48:23
"13333","EUR/USD",1.12521,1.12526,1.126,1.12457,2020-06-25 01:49:23
"13334","EUR/USD",1.12525,1.12532,1.126,1.12457,2020-06-25 01:50:23
"13335","EUR/USD",1.12521,1.12527,1.126,1.12457,2020-06-25 01:51:23
"13336","EUR/USD",1.12525,1.1253,1.126,1.12457,2020-06-25 01:52:22
"13337","EUR/USD",1.12528,1.12533,1.126,1.12457,2020-06-25 01:53:24
"13338","EUR/USD",1.12531,1.12536,1.126,1.12457,2020-06-25 01:54:24
"13339","EUR/USD",1.12524,1.12527,1.126,1.12457,2020-06-25 01:55:24
"13340","EUR/USD",1.12521,1.12527,1.126,1.12457,2020-06-25 01:56:25
"13341","EUR/USD",1.12522,1.12526,1.126,1.12457,2020-06-25 01:57:25
"13342","EUR/USD",1.12518,1.12522,1.126,1.12457,2020-06-25 01:58:25
"13343","EUR/USD",1.125,1.12503,1.126,1.12457,2020-06-25 01:59:25
"13344","EUR/USD",1.12498,1.12502,1.126,1.12457,2020-06-25 02:00:25
"13345","EUR/USD",1.1249,1.12492,1.126,1.12457,2020-06-25 02:01:26
"13346","EUR/USD",1.125,1.12505,1.126,1.12457,2020-06-25 02:02:26
"13347","EUR/USD",1.12488,1.12492,1.126,1.12457,2020-06-25 02:03:26
"13348","EUR/USD",1.12468,1.12472,1.126,1.12457,2020-06-25 02:04:27
"13349","EUR/USD",1.12477,1.12482,1.126,1.12457,2020-06-25 02:05:27
"13350","EUR/USD",1.12475,1.12479,1.126,1.12457,2020-06-25 02:06:27
"13351","EUR/USD",1.12484,1.12486,1.126,1.12457,2020-06-25 02:07:27
"13352","EUR/USD",1.12484,1.12488,1.126,1.12457,2020-06-25 02:08:28
"13353","EUR/USD",1.12475,1.12481,1.126,1.12457,2020-06-25 02:09:28
"13354","EUR/USD",1.1248,1.12485,1.126,1.12457,2020-06-25 02:10:28
"13355","EUR/USD",1.12468,1.12474,1.126,1.12457,2020-06-25 02:11:28
"13356","EUR/USD",1.12468,1.12472,1.126,1.12457,2020-06-25 02:12:29
"13357","EUR/USD",1.1246,1.12464,1.126,1.12457,2020-06-25 02:13:28
"13358","EUR/USD",1.12437,1.12444,1.126,1.12434,2020-06-25 02:14:29
"13359","EUR/USD",1.12447,1.12452,1.126,1.12433,2020-06-25 02:15:29
"13360","EUR/USD",1.12461,1.12465,1.126,1.12433,2020-06-25 02:16:29
"13361","EUR/USD",1.12467,1.12472,1.126,1.12433,2020-06-25 02:17:29
"13362","EUR/USD",1.12463,1.12466,1.126,1.12433,2020-06-25 02:18:30
"13363","EUR/USD",1.12465,1.12469,1.126,1.12433,2020-06-25 02:19:30
"13364","EUR/USD",1.12458,1.12465,1.126,1.12433,2020-06-25 02:20:30
"13365","EUR/USD",1.12477,1.12483,1.126,1.12433,2020-06-25 02:21:31
"13366","EUR/USD",1.12474,1.12479,1.126,1.12433,2020-06-25 02:22:31
"13367","EUR/USD",1.12465,1.12472,1.126,1.12433,2020-06-25 02:23:31
"13368","EUR/USD",1.12437,1.12442,1.126,1.12433,2020-06-25 02:24:31
"13369","EUR/USD",1.12434,1.12438,1.126,1.12433,2020-06-25 02:25:32
"13370","EUR/USD",1.12451,1.12457,1.126,1.12433,2020-06-25 02:26:32
"13371","EUR/USD",1.12451,1.12457,1.126,1.12433,2020-06-25 02:27:32
"13372","EUR/USD",1.12454,1.12461,1.126,1.12433,2020-06-25 02:28:32
"13373","EUR/USD",1.12468,1.12474,1.126,1.12433,2020-06-25 02:29:32
"13374","EUR/USD",1.12461,1.12466,1.126,1.12433,2020-06-25 02:30:33
"13375","EUR/USD",1.12465,1.12468,1.126,1.12433,2020-06-25 02:31:33
"13376","EUR/USD",1.12464,1.12469,1.126,1.12433,2020-06-25 02:32:33
"13377","EUR/USD",1.12461,1.12466,1.126,1.12433,2020-06-25 02:33:34
"13378","EUR/USD",1.12444,1.12448,1.126,1.12433,2020-06-25 02:34:34
"13379","EUR/USD",1.12448,1.12455,1.126,1.12433,2020-06-25 02:35:34
"13380","EUR/USD",1.12434,1.12438,1.126,1.12431,2020-06-25 02:36:35
"13381","EUR/USD",1.12441,1.12447,1.126,1.12431,2020-06-25 02:37:34
"13382","EUR/USD",1.12437,1.12441,1.126,1.12431,2020-06-25 02:38:35
"13383","EUR/USD",1.12437,1.12442,1.126,1.12431,2020-06-25 02:39:35
"13384","EUR/USD",1.12437,1.12442,1.126,1.12431,2020-06-25 02:40:35
"13385","EUR/USD",1.12447,1.12451,1.126,1.12429,2020-06-25 02:41:36
"13386","EUR/USD",1.12443,1.12448,1.126,1.12429,2020-06-25 02:42:36
"13387","EUR/USD",1.12448,1.12454,1.126,1.12429,2020-06-25 02:43:35
"13388","EUR/USD",1.12444,1.12449,1.126,1.12429,2020-06-25 02:44:36
"13389","EUR/USD",1.12437,1.12444,1.126,1.12429,2020-06-25 02:45:36
"13390","EUR/USD",1.1244,1.12445,1.126,1.12429,2020-06-25 02:46:37
"13391","EUR/USD",1.12439,1.12444,1.126,1.12429,2020-06-25 02:47:37
"13392","EUR/USD",1.12439,1.12444,1.126,1.12429,2020-06-25 02:48:38
"13393","EUR/USD",1.12437,1.12441,1.126,1.12429,2020-06-25 02:49:38
"13394","EUR/USD",1.12431,1.12438,1.126,1.12429,2020-06-25 02:50:38
"13395","EUR/USD",1.12427,1.12431,1.126,1.12427,2020-06-25 02:51:38
"13396","EUR/USD",1.12433,1.12437,1.126,1.12426,2020-06-25 02:52:38
"13397","EUR/USD",1.1244,1.12448,1.126,1.12426,2020-06-25 02:53:36
"13398","EUR/USD",1.12433,1.1244,1.126,1.12426,2020-06-25 02:54:38
"13399","EUR/USD",1.12431,1.12438,1.126,1.12426,2020-06-25 02:55:39
"13400","EUR/USD",1.1243,1.12434,1.126,1.12426,2020-06-25 02:56:39
"13401","EUR/USD",1.12433,1.12438,1.126,1.12426,2020-06-25 02:57:40
"13402","EUR/USD",1.12447,1.12452,1.126,1.12426,2020-06-25 02:58:40
"13403","EUR/USD",1.12448,1.12454,1.126,1.12426,2020-06-25 02:59:39
"13404","EUR/USD",1.12464,1.12466,1.126,1.12426,2020-06-25 03:00:40
"13405","EUR/USD",1.12454,1.12458,1.126,1.12426,2020-06-25 03:01:39
"13406","EUR/USD",1.12458,1.12462,1.126,1.12426,2020-06-25 03:02:41
"13407","EUR/USD",1.1246,1.12464,1.126,1.12426,2020-06-25 03:03:41
"13408","EUR/USD",1.12474,1.12478,1.126,1.12426,2020-06-25 03:04:41
"13409","EUR/USD",1.12474,1.12479,1.126,1.12426,2020-06-25 03:05:38
"13410","EUR/USD",1.12478,1.12485,1.126,1.12426,2020-06-25 03:06:42
"13411","EUR/USD",1.12478,1.12482,1.126,1.12426,2020-06-25 03:07:42
"13412","EUR/USD",1.12478,1.12483,1.126,1.12426,2020-06-25 03:08:43
"13413","EUR/USD",1.12474,1.12479,1.126,1.12426,2020-06-25 03:09:43
"13414","EUR/USD",1.12477,1.12482,1.126,1.12426,2020-06-25 03:10:42
"13415","EUR/USD",1.12478,1.12483,1.126,1.12426,2020-06-25 03:11:43
"13416","EUR/USD",1.12478,1.12482,1.126,1.12426,2020-06-25 03:12:43
"13417","EUR/USD",1.12474,1.12478,1.126,1.12426,2020-06-25 03:13:44
"13418","EUR/USD",1.1248,1.12483,1.126,1.12426,2020-06-25 03:14:43
"13419","EUR/USD",1.12481,1.12485,1.126,1.12426,2020-06-25 03:15:44
"13420","EUR/USD",1.12491,1.12496,1.126,1.12426,2020-06-25 03:16:43
"13421","EUR/USD",1.12485,1.12489,1.126,1.12426,2020-06-25 03:17:45
"13422","EUR/USD",1.12488,1.12493,1.126,1.12426,2020-06-25 03:18:45
"13423","EUR/USD",1.12488,1.12492,1.126,1.12426,2020-06-25 03:19:46
"13424","EUR/USD",1.12484,1.12489,1.126,1.12426,2020-06-25 03:20:46
"13425","EUR/USD",1.12468,1.12474,1.126,1.12426,2020-06-25 03:21:45
"13426","EUR/USD",1.12463,1.12468,1.126,1.12426,2020-06-25 03:22:46
"13427","EUR/USD",1.12464,1.12468,1.126,1.12426,2020-06-25 03:23:45
"13428","EUR/USD",1.12471,1.12475,1.126,1.12426,2020-06-25 03:24:45
"13429","EUR/USD",1.12468,1.12474,1.126,1.12426,2020-06-25 03:25:47
"13430","EUR/USD",1.12474,1.12478,1.126,1.12426,2020-06-25 03:26:47
"13431","EUR/USD",1.12478,1.12483,1.126,1.12426,2020-06-25 03:27:48
"13432","EUR/USD",1.12482,1.12486,1.126,1.12426,2020-06-25 03:28:48
"13433","EUR/USD",1.12481,1.12483,1.126,1.12426,2020-06-25 03:29:48
"13434","EUR/USD",1.12485,1.12489,1.126,1.12426,2020-06-25 03:30:48
"13435","EUR/USD",1.1247,1.12475,1.126,1.12426,2020-06-25 03:31:48
"13436","EUR/USD",1.12474,1.12478,1.126,1.12426,2020-06-25 03:32:49
"13437","EUR/USD",1.12467,1.12472,1.126,1.12426,2020-06-25 03:33:48
"13438","EUR/USD",1.12468,1.12472,1.126,1.12426,2020-06-25 03:34:47
"13439","EUR/USD",1.12441,1.12447,1.126,1.12426,2020-06-25 03:35:50
"13440","EUR/USD",1.12448,1.12454,1.126,1.12426,2020-06-25 03:36:49
"13441","EUR/USD",1.12448,1.12454,1.126,1.12426,2020-06-25 03:37:49
"13442","EUR/USD",1.1245,1.12455,1.126,1.12426,2020-06-25 03:38:50
"13443","EUR/USD",1.12453,1.12455,1.126,1.12426,2020-06-25 03:39:46
"13444","EUR/USD",1.12448,1.12454,1.126,1.12426,2020-06-25 03:40:51
"13445","EUR/USD",1.12454,1.12458,1.126,1.12426,2020-06-25 03:41:51
"13446","EUR/USD",1.12444,1.12448,1.126,1.12426,2020-06-25 03:42:51
"13447","EUR/USD",1.12437,1.12441,1.126,1.12426,2020-06-25 03:43:52
"13448","EUR/USD",1.12439,1.12444,1.126,1.12426,2020-06-25 03:44:52
"13449","EUR/USD",1.12447,1.12451,1.126,1.12426,2020-06-25 03:45:52
"13450","EUR/USD",1.12439,1.12445,1.126,1.12426,2020-06-25 03:46:52
"13451","EUR/USD",1.12423,1.12427,1.126,1.12416,2020-06-25 03:47:52
"13452","EUR/USD",1.12413,1.12418,1.126,1.12409,2020-06-25 03:48:53
"13453","EUR/USD",1.12402,1.12407,1.126,1.12397,2020-06-25 03:49:53
"13454","EUR/USD",1.12399,1.12405,1.126,1.12397,2020-06-25 03:50:53
"13455","EUR/USD",1.12407,1.12411,1.126,1.12397,2020-06-25 03:51:53
"13456","EUR/USD",1.12406,1.12411,1.126,1.12397,2020-06-25 03:52:53
"13457","EUR/USD",1.12414,1.12418,1.126,1.12397,2020-06-25 03:53:52
"13458","EUR/USD",1.12409,1.12414,1.126,1.12397,2020-06-25 03:54:54
"13459","EUR/USD",1.12409,1.12413,1.126,1.12397,2020-06-25 03:55:54
"13460","EUR/USD",1.12413,1.12417,1.126,1.12397,2020-06-25 03:56:55
"13461","EUR/USD",1.12414,1.1242,1.126,1.12397,2020-06-25 03:57:54
"13462","EUR/USD",1.12413,1.12418,1.126,1.12397,2020-06-25 03:58:55
"13463","EUR/USD",1.12419,1.12422,1.126,1.12397,2020-06-25 03:59:55
"13464","EUR/USD",1.12423,1.12427,1.126,1.12397,2020-06-25 04:00:55
"13465","EUR/USD",1.1242,1.12424,1.126,1.12397,2020-06-25 04:01:56
"13466","EUR/USD",1.12423,1.12427,1.126,1.12397,2020-06-25 04:02:56
"13467","EUR/USD",1.12421,1.12424,1.126,1.12397,2020-06-25 04:03:56
"13468","EUR/USD",1.12424,1.12428,1.126,1.12397,2020-06-25 04:04:56
"13469","EUR/USD",1.12423,1.12428,1.126,1.12397,2020-06-25 04:05:56
"13470","EUR/USD",1.12447,1.12451,1.126,1.12397,2020-06-25 04:06:56
"13471","EUR/USD",1.12437,1.12442,1.126,1.12397,2020-06-25 04:07:57
"13472","EUR/USD",1.12436,1.12441,1.126,1.12397,2020-06-25 04:08:57
"13473","EUR/USD",1.12433,1.12438,1.126,1.12397,2020-06-25 04:09:57
"13474","EUR/USD",1.12429,1.12434,1.126,1.12397,2020-06-25 04:10:58
"13475","EUR/USD",1.12423,1.1243,1.126,1.12397,2020-06-25 04:11:58
"13476","EUR/USD",1.12413,1.12417,1.126,1.12397,2020-06-25 04:12:57
"13477","EUR/USD",1.12416,1.12421,1.126,1.12397,2020-06-25 04:13:58
"13478","EUR/USD",1.1242,1.12425,1.126,1.12397,2020-06-25 04:14:59
"13479","EUR/USD",1.12417,1.12421,1.126,1.12397,2020-06-25 04:15:59
"13480","EUR/USD",1.12416,1.12421,1.126,1.12397,2020-06-25 04:16:59
"13481","EUR/USD",1.12419,1.12422,1.126,1.12397,2020-06-25 04:17:59
"13482","EUR/USD",1.12416,1.12421,1.126,1.12397,2020-06-25 04:19:00
"13483","EUR/USD",1.12414,1.12421,1.126,1.12397,2020-06-25 04:20:00
"13484","EUR/USD",1.12429,1.12434,1.126,1.12397,2020-06-25 04:21:00
"13485","EUR/USD",1.1243,1.12434,1.126,1.12397,2020-06-25 04:22:00
"13486","EUR/USD",1.12433,1.12438,1.126,1.12397,2020-06-25 04:23:01
"13487","EUR/USD",1.12439,1.12442,1.126,1.12397,2020-06-25 04:24:01
"13488","EUR/USD",1.12437,1.12441,1.126,1.12397,2020-06-25 04:25:01
"13489","EUR/USD",1.12436,1.12441,1.126,1.12397,2020-06-25 04:26:01
"13490","EUR/USD",1.12434,1.12438,1.126,1.12397,2020-06-25 04:27:02
"13491","EUR/USD",1.12434,1.12438,1.126,1.12397,2020-06-25 04:28:01
"13492","EUR/USD",1.1244,1.12445,1.126,1.12397,2020-06-25 04:29:01
"13493","EUR/USD",1.12439,1.12444,1.126,1.12397,2020-06-25 04:30:02
"13494","EUR/USD",1.1244,1.12444,1.126,1.12397,2020-06-25 04:31:02
"13495","EUR/USD",1.12454,1.12458,1.126,1.12397,2020-06-25 04:32:03
"13496","EUR/USD",1.12464,1.12465,1.126,1.12397,2020-06-25 04:33:02
"13497","EUR/USD",1.12464,1.12469,1.126,1.12397,2020-06-25 04:34:03
"13498","EUR/USD",1.12464,1.12471,1.126,1.12397,2020-06-25 04:35:03
"13499","EUR/USD",1.12454,1.12459,1.126,1.12397,2020-06-25 04:36:03
"13500","EUR/USD",1.12461,1.12468,1.126,1.12397,2020-06-25 04:37:03
"13501","EUR/USD",1.12464,1.12469,1.126,1.12397,2020-06-25 04:38:04
"13502","EUR/USD",1.12457,1.12462,1.126,1.12397,2020-06-25 04:39:04
"13503","EUR/USD",1.12454,1.12461,1.126,1.12397,2020-06-25 04:40:04
"13504","EUR/USD",1.12454,1.12462,1.126,1.12397,2020-06-25 04:41:03
"13505","EUR/USD",1.12457,1.12462,1.126,1.12397,2020-06-25 04:42:05
"13506","EUR/USD",1.12468,1.12474,1.126,1.12397,2020-06-25 04:43:04
"13507","EUR/USD",1.12464,1.12471,1.126,1.12397,2020-06-25 04:44:05
"13508","EUR/USD",1.12464,1.12469,1.126,1.12397,2020-06-25 04:45:05
"13509","EUR/USD",1.12464,1.12471,1.126,1.12397,2020-06-25 04:46:06
"13510","EUR/USD",1.12468,1.12474,1.126,1.12397,2020-06-25 04:47:04
"13511","EUR/USD",1.12474,1.12478,1.126,1.12397,2020-06-25 04:48:05
"13512","EUR/USD",1.12474,1.12478,1.126,1.12397,2020-06-25 04:49:06
"13513","EUR/USD",1.12473,1.12475,1.126,1.12397,2020-06-25 04:50:07
"13514","EUR/USD",1.12474,1.12479,1.126,1.12397,2020-06-25 04:51:06
"13515","EUR/USD",1.12474,1.12479,1.126,1.12397,2020-06-25 04:52:06
"13516","EUR/USD",1.1248,1.12483,1.126,1.12397,2020-06-25 04:53:07
"13517","EUR/USD",1.12481,1.12485,1.126,1.12397,2020-06-25 04:54:08
"13518","EUR/USD",1.1248,1.12483,1.126,1.12397,2020-06-25 04:55:07
"13519","EUR/USD",1.1248,1.12485,1.126,1.12397,2020-06-25 04:56:08
"13520","EUR/USD",1.1248,1.12485,1.126,1.12397,2020-06-25 04:57:08
