"","Symbol","Bid.Price","Ask.Price","High","Low","TimeStamp"
"11144","EUR/USD",1.13291,1.13296,1.13383,1.12329,2020-06-23 13:10:44
"11145","EUR/USD",1.13288,1.13293,1.13383,1.12329,2020-06-23 13:11:45
"11146","EUR/USD",1.13301,1.13306,1.13383,1.12329,2020-06-23 13:12:45
"11147","EUR/USD",1.13281,1.13285,1.13383,1.12329,2020-06-23 13:13:45
"11148","EUR/USD",1.13281,1.13286,1.13383,1.12329,2020-06-23 13:14:45
"11149","EUR/USD",1.13302,1.13308,1.13383,1.12329,2020-06-23 13:15:46
"11150","EUR/USD",1.13311,1.13316,1.13383,1.12329,2020-06-23 13:16:46
"11151","EUR/USD",1.133,1.13305,1.13383,1.12329,2020-06-23 13:17:46
"11152","EUR/USD",1.13287,1.13292,1.13383,1.12329,2020-06-23 13:18:46
"11153","EUR/USD",1.13274,1.13278,1.13383,1.12329,2020-06-23 13:19:47
"11154","EUR/USD",1.1325,1.13254,1.13383,1.12329,2020-06-23 13:20:47
"11155","EUR/USD",1.13267,1.13272,1.13383,1.12329,2020-06-23 13:21:48
"11156","EUR/USD",1.13253,1.13258,1.13383,1.12329,2020-06-23 13:22:48
"11157","EUR/USD",1.13212,1.13217,1.13383,1.12329,2020-06-23 13:23:48
"11158","EUR/USD",1.13195,1.132,1.13383,1.12329,2020-06-23 13:24:48
"11159","EUR/USD",1.13224,1.13231,1.13383,1.12329,2020-06-23 13:25:49
"11160","EUR/USD",1.13233,1.13238,1.13383,1.12329,2020-06-23 13:26:49
"11161","EUR/USD",1.1323,1.13235,1.13383,1.12329,2020-06-23 13:27:49
"11162","EUR/USD",1.13247,1.13254,1.13383,1.12329,2020-06-23 13:28:50
"11163","EUR/USD",1.13243,1.13248,1.13383,1.12329,2020-06-23 13:29:50
"11164","EUR/USD",1.13236,1.13241,1.13383,1.12329,2020-06-23 13:30:50
"11165","EUR/USD",1.1323,1.13235,1.13383,1.12329,2020-06-23 13:31:50
"11166","EUR/USD",1.13231,1.13237,1.13383,1.12329,2020-06-23 13:32:51
"11167","EUR/USD",1.13227,1.13231,1.13383,1.12329,2020-06-23 13:33:51
"11168","EUR/USD",1.13233,1.13238,1.13383,1.12329,2020-06-23 13:34:51
"11169","EUR/USD",1.13248,1.13254,1.13383,1.12329,2020-06-23 13:35:51
"11170","EUR/USD",1.13246,1.13251,1.13383,1.12329,2020-06-23 13:36:51
"11171","EUR/USD",1.13254,1.13258,1.13383,1.12329,2020-06-23 13:37:52
"11172","EUR/USD",1.13274,1.13278,1.13383,1.12329,2020-06-23 13:38:52
"11173","EUR/USD",1.13273,1.13278,1.13383,1.12329,2020-06-23 13:39:52
"11174","EUR/USD",1.13263,1.13268,1.13383,1.12329,2020-06-23 13:40:52
"11175","EUR/USD",1.13257,1.13261,1.13383,1.12329,2020-06-23 13:41:53
"11176","EUR/USD",1.13254,1.13261,1.13383,1.12329,2020-06-23 13:42:53
"11177","EUR/USD",1.13267,1.13272,1.13383,1.12329,2020-06-23 13:43:53
"11178","EUR/USD",1.13281,1.13288,1.13383,1.12329,2020-06-23 13:44:53
"11179","EUR/USD",1.13318,1.13323,1.13383,1.12329,2020-06-23 13:45:54
"11180","EUR/USD",1.13326,1.13333,1.13383,1.12329,2020-06-23 13:46:54
"11181","EUR/USD",1.13349,1.13353,1.13383,1.12329,2020-06-23 13:47:54
"11182","EUR/USD",1.13339,1.13346,1.13383,1.12329,2020-06-23 13:48:54
"11183","EUR/USD",1.13301,1.13306,1.13383,1.12329,2020-06-23 13:49:55
"11184","EUR/USD",1.13298,1.13303,1.13383,1.12329,2020-06-23 13:50:54
"11185","EUR/USD",1.13274,1.13276,1.13383,1.12329,2020-06-23 13:51:55
"11186","EUR/USD",1.1326,1.13265,1.13383,1.12329,2020-06-23 13:52:55
"11187","EUR/USD",1.13284,1.13289,1.13383,1.12329,2020-06-23 13:53:55
"11188","EUR/USD",1.1327,1.13272,1.13383,1.12329,2020-06-23 13:54:56
"11189","EUR/USD",1.13257,1.13261,1.13383,1.12329,2020-06-23 13:55:56
"11190","EUR/USD",1.13294,1.13299,1.13383,1.12329,2020-06-23 13:56:56
"11191","EUR/USD",1.1329,1.13292,1.13383,1.12329,2020-06-23 13:57:57
"11192","EUR/USD",1.133,1.13305,1.13383,1.12329,2020-06-23 13:58:57
"11193","EUR/USD",1.13288,1.13292,1.13383,1.12329,2020-06-23 13:59:56
"11194","EUR/USD",1.13341,1.13345,1.13383,1.12329,2020-06-23 14:00:57
"11195","EUR/USD",1.13332,1.13336,1.13383,1.12329,2020-06-23 14:01:57
"11196","EUR/USD",1.13317,1.13322,1.13383,1.12329,2020-06-23 14:02:58
"11197","EUR/USD",1.13287,1.13292,1.13383,1.12329,2020-06-23 14:03:58
"11198","EUR/USD",1.13294,1.13298,1.13383,1.12329,2020-06-23 14:04:58
"11199","EUR/USD",1.13277,1.13282,1.13383,1.12329,2020-06-23 14:05:59
"11200","EUR/USD",1.13267,1.13268,1.13383,1.12329,2020-06-23 14:06:59
"11201","EUR/USD",1.13294,1.13299,1.13383,1.12329,2020-06-23 14:07:59
"11202","EUR/USD",1.13308,1.13312,1.13383,1.12329,2020-06-23 14:08:59
"11203","EUR/USD",1.13344,1.13347,1.13383,1.12329,2020-06-23 14:10:00
"11204","EUR/USD",1.1338,1.13386,1.1339,1.12329,2020-06-23 14:11:00
"11205","EUR/USD",1.13393,1.13397,1.13397,1.12329,2020-06-23 14:12:00
"11206","EUR/USD",1.13382,1.13388,1.13407,1.12329,2020-06-23 14:13:00
"11207","EUR/USD",1.13386,1.13391,1.13417,1.12329,2020-06-23 14:14:00
"11208","EUR/USD",1.13393,1.13397,1.13417,1.12329,2020-06-23 14:15:01
"11209","EUR/USD",1.13426,1.13428,1.1343,1.12329,2020-06-23 14:16:01
"11210","EUR/USD",1.13456,1.13457,1.13461,1.12329,2020-06-23 14:17:01
"11211","EUR/USD",1.1348,1.13485,1.13489,1.12329,2020-06-23 14:18:02
"11212","EUR/USD",1.13468,1.13472,1.13489,1.12329,2020-06-23 14:19:02
"11213","EUR/USD",1.13461,1.13467,1.13489,1.12329,2020-06-23 14:20:02
"11214","EUR/USD",1.13463,1.13468,1.13489,1.12329,2020-06-23 14:21:02
"11215","EUR/USD",1.13446,1.13449,1.13489,1.12329,2020-06-23 14:22:03
"11216","EUR/USD",1.1344,1.13444,1.13489,1.12329,2020-06-23 14:23:03
"11217","EUR/USD",1.1344,1.13444,1.13489,1.12329,2020-06-23 14:24:03
"11218","EUR/USD",1.13444,1.13448,1.13489,1.12329,2020-06-23 14:25:04
"11219","EUR/USD",1.13464,1.13467,1.13489,1.12329,2020-06-23 14:26:04
"11220","EUR/USD",1.13461,1.13468,1.13489,1.12329,2020-06-23 14:27:04
"11221","EUR/USD",1.13443,1.13447,1.13489,1.12329,2020-06-23 14:28:05
"11222","EUR/USD",1.13439,1.13441,1.13489,1.12329,2020-06-23 14:29:05
"11223","EUR/USD",1.13406,1.13411,1.13489,1.12329,2020-06-23 14:30:05
"11224","EUR/USD",1.13393,1.13397,1.13489,1.12329,2020-06-23 14:31:05
"11225","EUR/USD",1.13395,1.13398,1.13489,1.12329,2020-06-23 14:32:06
"11226","EUR/USD",1.13413,1.13417,1.13489,1.12329,2020-06-23 14:33:06
"11227","EUR/USD",1.13439,1.13441,1.13489,1.12329,2020-06-23 14:34:06
"11228","EUR/USD",1.13423,1.13427,1.13489,1.12329,2020-06-23 14:35:06
"11229","EUR/USD",1.13431,1.13437,1.13489,1.12329,2020-06-23 14:36:07
"11230","EUR/USD",1.13422,1.13427,1.13489,1.12329,2020-06-23 14:37:07
"11231","EUR/USD",1.13416,1.13421,1.13489,1.12329,2020-06-23 14:38:07
"11232","EUR/USD",1.13413,1.13417,1.13489,1.12329,2020-06-23 14:39:07
"11233","EUR/USD",1.13405,1.13411,1.13489,1.12329,2020-06-23 14:40:07
"11234","EUR/USD",1.13444,1.13449,1.13489,1.12329,2020-06-23 14:41:08
"11235","EUR/USD",1.13437,1.13441,1.13489,1.12329,2020-06-23 14:42:08
"11236","EUR/USD",1.13426,1.13431,1.13489,1.12329,2020-06-23 14:43:08
"11237","EUR/USD",1.13376,1.13379,1.13489,1.12329,2020-06-23 14:44:08
"11238","EUR/USD",1.13386,1.13391,1.13489,1.12329,2020-06-23 14:45:09
"11239","EUR/USD",1.13368,1.13373,1.13489,1.12329,2020-06-23 14:46:09
"11240","EUR/USD",1.13382,1.13387,1.13489,1.12329,2020-06-23 14:47:09
"11241","EUR/USD",1.13341,1.13346,1.13489,1.12329,2020-06-23 14:48:10
"11242","EUR/USD",1.13319,1.13325,1.13489,1.12329,2020-06-23 14:49:10
"11243","EUR/USD",1.13318,1.13323,1.13489,1.12329,2020-06-23 14:50:10
"11244","EUR/USD",1.13332,1.13336,1.13489,1.12329,2020-06-23 14:51:10
"11245","EUR/USD",1.13298,1.13303,1.13489,1.12329,2020-06-23 14:52:11
"11246","EUR/USD",1.13281,1.13285,1.13489,1.12329,2020-06-23 14:53:11
"11247","EUR/USD",1.13318,1.13323,1.13489,1.12329,2020-06-23 14:54:11
"11248","EUR/USD",1.13314,1.1332,1.13489,1.12329,2020-06-23 14:55:11
"11249","EUR/USD",1.13344,1.13349,1.13489,1.12329,2020-06-23 14:56:12
"11250","EUR/USD",1.13344,1.13349,1.13489,1.12329,2020-06-23 14:57:12
"11251","EUR/USD",1.13329,1.13335,1.13489,1.12329,2020-06-23 14:58:13
"11252","EUR/USD",1.13331,1.13335,1.13489,1.12329,2020-06-23 14:59:13
"11253","EUR/USD",1.13338,1.13342,1.13489,1.12329,2020-06-23 15:00:13
"11254","EUR/USD",1.13324,1.13327,1.13489,1.12329,2020-06-23 15:01:13
"11255","EUR/USD",1.13291,1.13298,1.13489,1.12329,2020-06-23 15:02:14
"11256","EUR/USD",1.13317,1.13322,1.13489,1.12329,2020-06-23 15:03:14
"11257","EUR/USD",1.13315,1.13319,1.13489,1.12329,2020-06-23 15:04:14
"11258","EUR/USD",1.13335,1.1334,1.13489,1.12329,2020-06-23 15:05:14
"11259","EUR/USD",1.13305,1.13309,1.13489,1.12329,2020-06-23 15:06:15
"11260","EUR/USD",1.13334,1.13336,1.13489,1.12329,2020-06-23 15:07:15
"11261","EUR/USD",1.13317,1.13322,1.13489,1.12329,2020-06-23 15:08:15
"11262","EUR/USD",1.13342,1.13346,1.13489,1.12329,2020-06-23 15:09:16
"11263","EUR/USD",1.13345,1.1335,1.13489,1.12329,2020-06-23 15:10:16
"11264","EUR/USD",1.13345,1.1335,1.13489,1.12329,2020-06-23 15:11:16
"11265","EUR/USD",1.13359,1.13363,1.13489,1.12329,2020-06-23 15:12:16
"11266","EUR/USD",1.13352,1.1336,1.13489,1.12329,2020-06-23 15:13:16
"11267","EUR/USD",1.13358,1.13362,1.13489,1.12329,2020-06-23 15:14:17
"11268","EUR/USD",1.13353,1.1336,1.13489,1.12329,2020-06-23 15:15:17
"11269","EUR/USD",1.13353,1.13359,1.13489,1.12329,2020-06-23 15:16:17
"11270","EUR/USD",1.13361,1.13364,1.13489,1.12329,2020-06-23 15:17:18
"11271","EUR/USD",1.13348,1.13353,1.13489,1.12329,2020-06-23 15:18:18
"11272","EUR/USD",1.13332,1.13337,1.13489,1.12329,2020-06-23 15:19:18
"11273","EUR/USD",1.13338,1.13343,1.13489,1.12329,2020-06-23 15:20:18
"11274","EUR/USD",1.13328,1.13332,1.13489,1.12329,2020-06-23 15:21:19
"11275","EUR/USD",1.13304,1.13308,1.13489,1.12329,2020-06-23 15:22:19
"11276","EUR/USD",1.13319,1.13323,1.13489,1.12329,2020-06-23 15:23:19
"11277","EUR/USD",1.13312,1.13316,1.13489,1.12329,2020-06-23 15:24:19
"11278","EUR/USD",1.13301,1.13305,1.13489,1.12329,2020-06-23 15:25:20
"11279","EUR/USD",1.13273,1.13276,1.13489,1.12329,2020-06-23 15:26:20
"11280","EUR/USD",1.13258,1.13264,1.13489,1.12329,2020-06-23 15:27:20
"11281","EUR/USD",1.13248,1.13252,1.13489,1.12329,2020-06-23 15:28:21
"11282","EUR/USD",1.13264,1.13268,1.13489,1.12329,2020-06-23 15:29:21
"11283","EUR/USD",1.13268,1.13272,1.13489,1.12329,2020-06-23 15:30:21
"11284","EUR/USD",1.13251,1.13255,1.13489,1.12329,2020-06-23 15:31:22
"11285","EUR/USD",1.1325,1.13254,1.13489,1.12329,2020-06-23 15:32:22
"11286","EUR/USD",1.13227,1.13231,1.13489,1.12329,2020-06-23 15:33:22
"11287","EUR/USD",1.13234,1.13238,1.13489,1.12329,2020-06-23 15:34:22
"11288","EUR/USD",1.13229,1.13234,1.13489,1.12329,2020-06-23 15:35:23
"11289","EUR/USD",1.1323,1.13234,1.13489,1.12329,2020-06-23 15:36:23
"11290","EUR/USD",1.13243,1.13247,1.13489,1.12329,2020-06-23 15:37:23
"11291","EUR/USD",1.1325,1.13255,1.13489,1.12329,2020-06-23 15:38:22
"11292","EUR/USD",1.13243,1.13247,1.13489,1.12329,2020-06-23 15:39:24
"11293","EUR/USD",1.13253,1.13257,1.13489,1.12329,2020-06-23 15:40:24
"11294","EUR/USD",1.13243,1.13248,1.13489,1.12329,2020-06-23 15:41:24
"11295","EUR/USD",1.13247,1.13249,1.13489,1.12329,2020-06-23 15:42:25
"11296","EUR/USD",1.13264,1.13268,1.13489,1.12329,2020-06-23 15:43:24
"11297","EUR/USD",1.1327,1.13274,1.13489,1.12329,2020-06-23 15:44:25
"11298","EUR/USD",1.13274,1.13278,1.13489,1.12329,2020-06-23 15:45:26
"11299","EUR/USD",1.1324,1.13242,1.13489,1.12329,2020-06-23 15:46:26
"11300","EUR/USD",1.13239,1.13242,1.13489,1.12329,2020-06-23 15:47:26
"11301","EUR/USD",1.13237,1.13241,1.13489,1.12329,2020-06-23 15:48:26
"11302","EUR/USD",1.13254,1.13258,1.13489,1.12329,2020-06-23 15:49:27
"11303","EUR/USD",1.1324,1.13244,1.13489,1.12329,2020-06-23 15:50:27
"11304","EUR/USD",1.1325,1.13252,1.13489,1.12329,2020-06-23 15:51:27
"11305","EUR/USD",1.13247,1.13251,1.13489,1.12329,2020-06-23 15:52:28
"11306","EUR/USD",1.13253,1.13258,1.13489,1.12329,2020-06-23 15:53:28
"11307","EUR/USD",1.1323,1.13234,1.13489,1.12329,2020-06-23 15:54:28
"11308","EUR/USD",1.13207,1.13213,1.13489,1.12329,2020-06-23 15:55:28
"11309","EUR/USD",1.13213,1.13217,1.13489,1.12329,2020-06-23 15:56:29
"11310","EUR/USD",1.1319,1.13196,1.13489,1.12329,2020-06-23 15:57:29
"11311","EUR/USD",1.13199,1.13204,1.13489,1.12329,2020-06-23 15:58:29
"11312","EUR/USD",1.13202,1.13207,1.13489,1.12329,2020-06-23 15:59:29
"11313","EUR/USD",1.13213,1.13218,1.13489,1.12329,2020-06-23 16:00:30
"11314","EUR/USD",1.132,1.13206,1.13489,1.12329,2020-06-23 16:01:30
"11315","EUR/USD",1.13209,1.13213,1.13489,1.12329,2020-06-23 16:02:30
"11316","EUR/USD",1.13209,1.13214,1.13489,1.12329,2020-06-23 16:03:30
"11317","EUR/USD",1.13223,1.13228,1.13489,1.12329,2020-06-23 16:04:31
"11318","EUR/USD",1.13213,1.13218,1.13489,1.12329,2020-06-23 16:05:31
"11319","EUR/USD",1.13233,1.13237,1.13489,1.12329,2020-06-23 16:06:31
"11320","EUR/USD",1.13227,1.13231,1.13489,1.12329,2020-06-23 16:07:32
"11321","EUR/USD",1.13229,1.13234,1.13489,1.12329,2020-06-23 16:08:32
"11322","EUR/USD",1.13224,1.1323,1.13489,1.12329,2020-06-23 16:09:32
"11323","EUR/USD",1.13223,1.13228,1.13489,1.12329,2020-06-23 16:10:32
"11324","EUR/USD",1.13243,1.13248,1.13489,1.12329,2020-06-23 16:11:31
"11325","EUR/USD",1.1325,1.13255,1.13489,1.12329,2020-06-23 16:12:33
"11326","EUR/USD",1.13244,1.13249,1.13489,1.12329,2020-06-23 16:13:32
"11327","EUR/USD",1.1325,1.13255,1.13489,1.12329,2020-06-23 16:14:32
"11328","EUR/USD",1.13268,1.13269,1.13489,1.12329,2020-06-23 16:15:33
"11329","EUR/USD",1.13281,1.13285,1.13489,1.12329,2020-06-23 16:16:34
"11330","EUR/USD",1.13285,1.13289,1.13489,1.12329,2020-06-23 16:17:33
"11331","EUR/USD",1.1329,1.13293,1.13489,1.12329,2020-06-23 16:18:35
"11332","EUR/USD",1.1329,1.13295,1.13489,1.12329,2020-06-23 16:19:35
"11333","EUR/USD",1.13294,1.13299,1.13489,1.12329,2020-06-23 16:20:35
"11334","EUR/USD",1.1329,1.13293,1.13489,1.12329,2020-06-23 16:21:35
"11335","EUR/USD",1.13278,1.13282,1.13489,1.12329,2020-06-23 16:22:36
"11336","EUR/USD",1.13261,1.13267,1.13489,1.12329,2020-06-23 16:23:35
"11337","EUR/USD",1.13251,1.13257,1.13489,1.12329,2020-06-23 16:24:36
"11338","EUR/USD",1.13257,1.13262,1.13489,1.12329,2020-06-23 16:25:36
"11339","EUR/USD",1.1326,1.13265,1.13489,1.12329,2020-06-23 16:26:37
"11340","EUR/USD",1.13264,1.13268,1.13489,1.12329,2020-06-23 16:27:37
"11341","EUR/USD",1.1327,1.13274,1.13489,1.12329,2020-06-23 16:28:37
"11342","EUR/USD",1.13254,1.13258,1.13489,1.12329,2020-06-23 16:29:37
"11343","EUR/USD",1.13256,1.13259,1.13489,1.12329,2020-06-23 16:30:38
"11344","EUR/USD",1.13256,1.13259,1.13489,1.12329,2020-06-23 16:31:37
"11345","EUR/USD",1.13251,1.13255,1.13489,1.12329,2020-06-23 16:32:38
"11346","EUR/USD",1.13253,1.13257,1.13489,1.12329,2020-06-23 16:33:39
"11347","EUR/USD",1.13247,1.13251,1.13489,1.12329,2020-06-23 16:34:39
"11348","EUR/USD",1.13236,1.13241,1.13489,1.12329,2020-06-23 16:35:39
"11349","EUR/USD",1.13229,1.13234,1.13489,1.12329,2020-06-23 16:36:39
"11350","EUR/USD",1.13219,1.13224,1.13489,1.12329,2020-06-23 16:37:40
"11351","EUR/USD",1.13216,1.1322,1.13489,1.12329,2020-06-23 16:38:40
"11352","EUR/USD",1.13206,1.1321,1.13489,1.12329,2020-06-23 16:39:40
"11353","EUR/USD",1.13213,1.1322,1.13489,1.12329,2020-06-23 16:40:40
"11354","EUR/USD",1.13213,1.13217,1.13489,1.12329,2020-06-23 16:41:41
"11355","EUR/USD",1.132,1.13206,1.13489,1.12329,2020-06-23 16:42:41
"11356","EUR/USD",1.13176,1.1318,1.13489,1.12329,2020-06-23 16:43:41
"11357","EUR/USD",1.13176,1.1318,1.13489,1.12329,2020-06-23 16:44:41
"11358","EUR/USD",1.13159,1.13162,1.13489,1.12329,2020-06-23 16:45:42
"11359","EUR/USD",1.13142,1.13146,1.13489,1.12329,2020-06-23 16:46:42
"11360","EUR/USD",1.13161,1.13164,1.13489,1.12329,2020-06-23 16:47:42
"11361","EUR/USD",1.13161,1.13164,1.13489,1.12329,2020-06-23 16:48:43
"11362","EUR/USD",1.13162,1.13167,1.13489,1.12329,2020-06-23 16:49:43
"11363","EUR/USD",1.13176,1.13181,1.13489,1.12329,2020-06-23 16:50:43
"11364","EUR/USD",1.13173,1.13177,1.13489,1.12329,2020-06-23 16:51:43
"11365","EUR/USD",1.1318,1.13186,1.13489,1.12329,2020-06-23 16:52:44
"11366","EUR/USD",1.13155,1.1316,1.13489,1.12329,2020-06-23 16:53:44
"11367","EUR/USD",1.13163,1.13169,1.13489,1.12329,2020-06-23 16:54:44
"11368","EUR/USD",1.13172,1.13176,1.13489,1.12329,2020-06-23 16:55:44
"11369","EUR/USD",1.13163,1.13167,1.13489,1.12329,2020-06-23 16:56:45
"11370","EUR/USD",1.13117,1.1312,1.13489,1.12329,2020-06-23 16:57:45
"11371","EUR/USD",1.1309,1.13092,1.13489,1.12329,2020-06-23 16:58:45
"11372","EUR/USD",1.13075,1.13079,1.13489,1.12329,2020-06-23 16:59:46
"11373","EUR/USD",1.13111,1.13116,1.13489,1.12329,2020-06-23 17:00:46
"11374","EUR/USD",1.13115,1.13119,1.13489,1.12329,2020-06-23 17:01:46
"11375","EUR/USD",1.13118,1.13122,1.13489,1.12329,2020-06-23 17:02:46
"11376","EUR/USD",1.13125,1.13129,1.13489,1.12329,2020-06-23 17:03:47
"11377","EUR/USD",1.13117,1.13122,1.13489,1.12329,2020-06-23 17:04:46
"11378","EUR/USD",1.13125,1.13127,1.13489,1.12329,2020-06-23 17:05:47
"11379","EUR/USD",1.13111,1.13115,1.13489,1.12329,2020-06-23 17:06:47
"11380","EUR/USD",1.13107,1.1311,1.13489,1.12329,2020-06-23 17:07:47
"11381","EUR/USD",1.13112,1.13116,1.13489,1.12329,2020-06-23 17:08:48
"11382","EUR/USD",1.13126,1.1313,1.13489,1.12329,2020-06-23 17:09:48
"11383","EUR/USD",1.13112,1.13116,1.13489,1.12329,2020-06-23 17:10:48
"11384","EUR/USD",1.13118,1.13122,1.13489,1.12329,2020-06-23 17:11:47
"11385","EUR/USD",1.13122,1.13126,1.13489,1.12329,2020-06-23 17:12:49
"11386","EUR/USD",1.13118,1.13122,1.13489,1.12329,2020-06-23 17:13:49
"11387","EUR/USD",1.13124,1.13126,1.13489,1.12329,2020-06-23 17:14:50
"11388","EUR/USD",1.13115,1.13119,1.13489,1.12329,2020-06-23 17:15:50
"11389","EUR/USD",1.13128,1.13129,1.13489,1.12329,2020-06-23 17:16:50
"11390","EUR/USD",1.13124,1.13126,1.13489,1.12329,2020-06-23 17:17:50
"11391","EUR/USD",1.13128,1.13133,1.13489,1.12329,2020-06-23 17:18:51
"11392","EUR/USD",1.13141,1.13143,1.13489,1.12329,2020-06-23 17:19:51
"11393","EUR/USD",1.13142,1.13147,1.13489,1.12329,2020-06-23 17:20:50
"11394","EUR/USD",1.13145,1.1315,1.13489,1.12329,2020-06-23 17:21:52
"11395","EUR/USD",1.13159,1.13163,1.13489,1.12329,2020-06-23 17:22:52
"11396","EUR/USD",1.13159,1.1316,1.13489,1.12329,2020-06-23 17:23:52
"11397","EUR/USD",1.13153,1.13157,1.13489,1.12329,2020-06-23 17:24:52
"11398","EUR/USD",1.13149,1.13153,1.13489,1.12329,2020-06-23 17:25:52
"11399","EUR/USD",1.13155,1.1316,1.13489,1.12329,2020-06-23 17:26:53
"11400","EUR/USD",1.13168,1.13171,1.13489,1.12329,2020-06-23 17:27:54
"11401","EUR/USD",1.13165,1.13169,1.13489,1.12329,2020-06-23 17:28:54
"11402","EUR/USD",1.13169,1.13171,1.13489,1.12329,2020-06-23 17:29:54
"11403","EUR/USD",1.13152,1.13156,1.13489,1.12329,2020-06-23 17:30:54
"11404","EUR/USD",1.13144,1.13145,1.13489,1.12329,2020-06-23 17:31:55
"11405","EUR/USD",1.13132,1.13136,1.13489,1.12329,2020-06-23 17:32:55
"11406","EUR/USD",1.13141,1.13146,1.13489,1.12329,2020-06-23 17:33:55
"11407","EUR/USD",1.13149,1.13154,1.13489,1.12329,2020-06-23 17:34:54
"11408","EUR/USD",1.13159,1.13162,1.13489,1.12329,2020-06-23 17:35:56
"11409","EUR/USD",1.13162,1.13166,1.13489,1.12329,2020-06-23 17:36:56
"11410","EUR/USD",1.13155,1.13156,1.13489,1.12329,2020-06-23 17:37:56
"11411","EUR/USD",1.13152,1.13159,1.13489,1.12329,2020-06-23 17:38:56
"11412","EUR/USD",1.13148,1.13152,1.13489,1.12329,2020-06-23 17:39:56
"11413","EUR/USD",1.13152,1.13157,1.13489,1.12329,2020-06-23 17:40:57
"11414","EUR/USD",1.13172,1.13177,1.13489,1.12329,2020-06-23 17:41:57
"11415","EUR/USD",1.13169,1.13174,1.13489,1.12329,2020-06-23 17:42:57
"11416","EUR/USD",1.13179,1.13183,1.13489,1.12329,2020-06-23 17:43:58
"11417","EUR/USD",1.13182,1.13186,1.13489,1.12329,2020-06-23 17:44:58
"11418","EUR/USD",1.13179,1.13183,1.13489,1.12329,2020-06-23 17:45:56
"11419","EUR/USD",1.13179,1.13184,1.13489,1.12329,2020-06-23 17:46:58
"11420","EUR/USD",1.13193,1.13198,1.13489,1.12329,2020-06-23 17:47:58
"11421","EUR/USD",1.13193,1.13198,1.13489,1.12329,2020-06-23 17:48:59
"11422","EUR/USD",1.13203,1.13207,1.13489,1.12329,2020-06-23 17:49:59
"11423","EUR/USD",1.13203,1.13208,1.13489,1.12329,2020-06-23 17:50:59
"11424","EUR/USD",1.132,1.13204,1.13489,1.12329,2020-06-23 17:52:00
"11425","EUR/USD",1.13196,1.132,1.13489,1.12329,2020-06-23 17:53:00
"11426","EUR/USD",1.132,1.13206,1.13489,1.12329,2020-06-23 17:54:00
"11427","EUR/USD",1.13195,1.132,1.13489,1.12329,2020-06-23 17:55:01
"11428","EUR/USD",1.13192,1.13196,1.13489,1.12329,2020-06-23 17:56:01
"11429","EUR/USD",1.13189,1.13194,1.13489,1.12329,2020-06-23 17:57:01
"11430","EUR/USD",1.13189,1.13194,1.13489,1.12329,2020-06-23 17:58:01
"11431","EUR/USD",1.13195,1.132,1.13489,1.12329,2020-06-23 17:59:01
"11432","EUR/USD",1.13186,1.1319,1.13489,1.12329,2020-06-23 18:00:02
"11433","EUR/USD",1.13155,1.1316,1.13489,1.12329,2020-06-23 18:01:02
"11434","EUR/USD",1.13155,1.1316,1.13489,1.12329,2020-06-23 18:02:02
"11435","EUR/USD",1.13128,1.13133,1.13489,1.12329,2020-06-23 18:03:03
"11436","EUR/USD",1.13145,1.13149,1.13489,1.12329,2020-06-23 18:04:03
"11437","EUR/USD",1.13128,1.13133,1.13489,1.12329,2020-06-23 18:05:03
"11438","EUR/USD",1.13124,1.13129,1.13489,1.12329,2020-06-23 18:06:05
"11439","EUR/USD",1.13112,1.13118,1.13489,1.12329,2020-06-23 18:07:05
"11440","EUR/USD",1.13118,1.1312,1.13489,1.12329,2020-06-23 18:08:05
"11441","EUR/USD",1.13128,1.13133,1.13489,1.12329,2020-06-23 18:09:05
"11442","EUR/USD",1.13128,1.13133,1.13489,1.12329,2020-06-23 18:10:06
"11443","EUR/USD",1.13132,1.13136,1.13489,1.12329,2020-06-23 18:11:06
"11444","EUR/USD",1.13135,1.1314,1.13489,1.12329,2020-06-23 18:12:06
"11445","EUR/USD",1.13128,1.13133,1.13489,1.12329,2020-06-23 18:13:07
"11446","EUR/USD",1.13122,1.13126,1.13489,1.12329,2020-06-23 18:14:07
"11447","EUR/USD",1.13134,1.13137,1.13489,1.12329,2020-06-23 18:15:08
"11448","EUR/USD",1.13125,1.13129,1.13489,1.12329,2020-06-23 18:16:08
"11449","EUR/USD",1.13126,1.13132,1.13489,1.12329,2020-06-23 18:17:08
"11450","EUR/USD",1.13111,1.13115,1.13489,1.12329,2020-06-23 18:18:07
"11451","EUR/USD",1.13101,1.13105,1.13489,1.12329,2020-06-23 18:19:09
"11452","EUR/USD",1.13101,1.13106,1.13489,1.12329,2020-06-23 18:20:09
"11453","EUR/USD",1.13112,1.13116,1.13489,1.12329,2020-06-23 18:21:09
"11454","EUR/USD",1.13108,1.13115,1.13489,1.12329,2020-06-23 18:22:10
"11455","EUR/USD",1.13114,1.13118,1.13489,1.12329,2020-06-23 18:23:10
"11456","EUR/USD",1.13126,1.1313,1.13489,1.12329,2020-06-23 18:24:10
"11457","EUR/USD",1.13129,1.13135,1.13489,1.12329,2020-06-23 18:25:11
"11458","EUR/USD",1.13118,1.13122,1.13489,1.12329,2020-06-23 18:26:08
"11459","EUR/USD",1.13121,1.13125,1.13489,1.12329,2020-06-23 18:27:11
"11460","EUR/USD",1.13126,1.1313,1.13489,1.12329,2020-06-23 18:28:11
